area,latitude,longitude,severity,crime_type,hour
Mughalpura,31.55767855317,74.36387757076582,5,robbery,15
Mughalpura,31.540877419541665,74.37011343388869,5,assault,19
Mughalpura,31.564133445154106,74.35959333968039,5,assault,23
Mughalpura,31.55175419573932,74.35088596017724,5,vehicle theft,11
Mughalpura,31.57237260528094,74.3617332611847,4,robbery,1
Mughalpura,31.566263126560763,74.35364660591249,5,vehicle theft,12
Mughalpura,31.56964010491157,74.3676168408156,5,robbery,6
Mughalpura,31.52788438373384,74.38566669992217,4,robbery,11
Mughalpura,31.53803924138192,74.35381927623511,4,assault,19
Mughalpura,31.568118078149823,74.35754366446905,4,vehicle theft,1
Mughalpura,31.587381200313764,74.35674006116396,4,assault,4
Mughalpura,31.56429986416145,74.33622092927389,4,assault,3
Mughalpura,31.553541677320993,74.36491320142886,4,assault,19
Mughalpura,31.577762151446123,74.33520438917414,4,robbery,5
Mughalpura,31.52089336103958,74.36201240151685,4,vehicle theft,9
Mughalpura,31.534449918969653,74.35893195870302,4,assault,6
Mughalpura,31.571843108127133,74.3700419288193,4,vehicle theft,1
Mughalpura,31.590305106831053,74.36852292920113,4,robbery,6
Mughalpura,31.554194874790443,74.33694758250877,5,vehicle theft,20
Mughalpura,31.554217354679544,74.36236708134939,4,assault,14
Mughalpura,31.57230676554317,74.38691801803303,5,vehicle theft,4
Mughalpura,31.574917063208574,74.38957824366709,5,robbery,7
Mughalpura,31.578955996167696,74.36842572130904,4,vehicle theft,23
Mughalpura,31.58017693645777,74.37226616345806,4,assault,9
Mughalpura,31.56527916047895,74.3852872015931,5,robbery,16
Mughalpura,31.555800579812995,74.33188093582305,4,assault,9
Mughalpura,31.536487484516336,74.34302409229923,5,robbery,18
Mughalpura,31.56095127245611,74.34406308953471,4,robbery,22
Mughalpura,31.582852554947337,74.37389681837533,5,assault,6
Mughalpura,31.546600297305375,74.35845304850781,5,assault,4
Mughalpura,31.574052720992807,74.36878335469558,4,assault,5
Mughalpura,31.533708414524384,74.34759211805212,5,assault,23
Mughalpura,31.55219725943011,74.35048197907007,5,vehicle theft,19
Mughalpura,31.5442301799294,74.34631771974209,5,robbery,2
Mughalpura,31.530875941606254,74.32792048646141,4,assault,15
Mughalpura,31.569366634382327,74.36080828835209,5,vehicle theft,8
Mughalpura,31.574238486520656,74.39548836795407,5,assault,1
Mughalpura,31.562572767456015,74.34196293511157,5,vehicle theft,17
Mughalpura,31.554698759913403,74.38775496062343,4,assault,5
Mughalpura,31.54025114978332,74.34579738569886,5,robbery,3
Mughalpura,31.514683263684287,74.32693843647007,4,robbery,0
Mughalpura,31.568552293728214,74.36286289396494,4,vehicle theft,16
Mughalpura,31.54155111365317,74.33489775741717,4,robbery,1
Mughalpura,31.561069658320275,74.3683128748832,5,robbery,8
Mughalpura,31.54740315301319,74.35816259288771,4,robbery,11
Mughalpura,31.566010767950317,74.37532438630079,5,assault,10
Mughalpura,31.547693674349084,74.35087409808311,4,robbery,18
Mughalpura,31.604487852622942,74.38465743085129,4,vehicle theft,9
Mughalpura,31.54818693472091,74.3620925265118,5,vehicle theft,4
Mughalpura,31.551058629427438,74.32333243855992,4,vehicle theft,20
Mughalpura,31.57824134879246,74.34131777342465,4,assault,9
Mughalpura,31.568077516507312,74.39255839270896,4,vehicle theft,4
Mughalpura,31.568002644879083,74.35341957106417,4,assault,12
Mughalpura,31.528824921281306,74.38165421067063,5,assault,2
Mughalpura,31.558764920512246,74.38641527720674,4,assault,3
Mughalpura,31.575604910605463,74.33646313558152,5,robbery,21
Mughalpura,31.560868766209886,74.37902142728659,5,assault,2
Mughalpura,31.52279276302696,74.3625647134263,4,vehicle theft,15
Mughalpura,31.55969893370962,74.35312018462503,5,vehicle theft,11
Mughalpura,31.541507497511066,74.36146949942817,5,assault,1
Mughalpura,31.525972820662705,74.31422300148249,4,assault,7
Mughalpura,31.53595843102909,74.36354948950037,4,robbery,0
Mughalpura,31.534948291029153,74.34163638645614,5,assault,6
Mughalpura,31.55684462165462,74.33779273885646,5,vehicle theft,3
Mughalpura,31.535125132367803,74.35860202439905,5,assault,15
Mughalpura,31.567950394011014,74.38117437136692,4,robbery,20
Mughalpura,31.55375832303402,74.4017032221364,5,vehicle theft,4
Mughalpura,31.59793985580005,74.36003642891356,5,assault,9
Mughalpura,31.59054440718637,74.33099599364664,4,vehicle theft,4
Mughalpura,31.572726954542567,74.3614294877623,4,vehicle theft,18
Mughalpura,31.57900988878806,74.3677702451492,5,assault,12
Mughalpura,31.55744686477768,74.34213271149333,4,vehicle theft,15
Mughalpura,31.589322856609456,74.3349525417496,4,vehicle theft,23
Mughalpura,31.60698959175856,74.37296891890003,5,vehicle theft,11
Mughalpura,31.5470489415533,74.36930820758874,4,assault,7
Mughalpura,31.56298145194,74.36079135985942,4,vehicle theft,18
Mughalpura,31.548457526700894,74.36745964546338,5,assault,21
Mughalpura,31.562982685482996,74.40585808660379,5,assault,11
Mughalpura,31.55550484460184,74.38656619549906,5,robbery,19
Mughalpura,31.562568491810204,74.36681756888717,5,vehicle theft,9
Mughalpura,31.54857919283859,74.32153099067189,4,assault,6
Mughalpura,31.545181861354827,74.35955615890086,5,robbery,4
Mughalpura,31.564189297926724,74.39423855290441,4,assault,19
Mughalpura,31.57001575677962,74.35408088173024,4,assault,3
Mughalpura,31.530402546420518,74.36238231533356,5,assault,22
Mughalpura,31.568550837529155,74.38150237818172,5,robbery,8
Mughalpura,31.584672082892777,74.371388794042,5,vehicle theft,11
Mughalpura,31.599980051747483,74.36123852268987,4,vehicle theft,22
Mughalpura,31.56578466653024,74.3851363876744,5,assault,14
Mughalpura,31.59002093958481,74.37446366864313,5,assault,1
Mughalpura,31.583624822930677,74.36573359196258,5,robbery,17
Mughalpura,31.57465987584198,74.40270834520044,5,assault,5
Mughalpura,31.564226551643056,74.36361463613244,4,robbery,17
Mughalpura,31.550117543925495,74.33713620817389,5,assault,20
Mughalpura,31.570195205553627,74.34548452656718,5,robbery,22
Mughalpura,31.562344499940156,74.36413353431057,5,vehicle theft,9
Mughalpura,31.563444579723853,74.32994631478856,5,vehicle theft,0
Mughalpura,31.554116071873988,74.34473555393886,5,vehicle theft,22
Mughalpura,31.536293606046446,74.34947259429359,4,assault,11
Mughalpura,31.55598191564539,74.36915050871654,4,vehicle theft,4
Mughalpura,31.555748908587898,74.35726689250515,5,robbery,21
Mughalpura,31.55516945501668,74.36943969912231,4,robbery,9
Mughalpura,31.562855619564917,74.34312056074009,4,vehicle theft,12
Mughalpura,31.582309982032335,74.36649100411823,5,robbery,0
Mughalpura,31.574954531831835,74.3521801160556,5,robbery,8
Mughalpura,31.585993134354247,74.37865699864291,4,robbery,17
Mughalpura,31.518231104135907,74.35836767042079,5,vehicle theft,5
Mughalpura,31.582817499005344,74.32481114612533,4,assault,4
Mughalpura,31.515613235005727,74.37463991101247,4,robbery,16
Mughalpura,31.571479216352458,74.35790465422181,4,assault,15
Mughalpura,31.58402200982926,74.35957284820604,4,robbery,15
Mughalpura,31.605920479030992,74.34984130671894,4,assault,19
Mughalpura,31.568103576139272,74.3630333820742,4,vehicle theft,9
Mughalpura,31.577093969155214,74.35402147735985,4,vehicle theft,16
Mughalpura,31.573795932212775,74.33838980708117,5,assault,11
Mughalpura,31.53182095865589,74.34504949878783,4,assault,11
Mughalpura,31.56634022901819,74.34314639275644,4,robbery,13
Mughalpura,31.547645710459907,74.3603301552312,4,robbery,2
Mughalpura,31.58247951591711,74.35687900246714,4,vehicle theft,3
Mughalpura,31.589425634733267,74.33297213070298,5,assault,22
Mughalpura,31.568116669968244,74.34285177054754,5,assault,10
Mughalpura,31.607774766617005,74.40057668799449,4,assault,2
Mughalpura,31.567173764755285,74.35897052181505,4,robbery,13
Mughalpura,31.526782827208113,74.37418608789903,5,robbery,21
Mughalpura,31.547540790272283,74.36562120594142,4,assault,18
Mughalpura,31.56272971219599,74.36329450988752,4,assault,5
Mughalpura,31.5366730192431,74.36163212930633,5,vehicle theft,17
Mughalpura,31.52929629109054,74.3855691704217,4,vehicle theft,15
Mughalpura,31.551528242439584,74.36714197208147,4,vehicle theft,2
Mughalpura,31.593235690216556,74.36709685286272,4,vehicle theft,9
Mughalpura,31.57185171319198,74.35199955821386,5,robbery,21
Mughalpura,31.54767450150476,74.34355326421412,4,robbery,18
Mughalpura,31.577921479787626,74.40114435310396,5,assault,1
Mughalpura,31.57602985634695,74.35991099933032,5,vehicle theft,15
Mughalpura,31.577949060298256,74.41219827215342,5,assault,14
Mughalpura,31.54839121260122,74.36036431313617,4,vehicle theft,16
Mughalpura,31.544895016861204,74.36107577811735,5,robbery,12
Mughalpura,31.56413787344392,74.37157110833225,4,vehicle theft,4
Mughalpura,31.579017052311745,74.38471176530422,5,robbery,15
Mughalpura,31.555868657055107,74.32301172237473,4,robbery,4
Mughalpura,31.556592281249337,74.3933372183491,4,vehicle theft,10
Mughalpura,31.545028919429992,74.36418822118355,5,robbery,9
Mughalpura,31.56300830495433,74.34818326896486,4,robbery,22
Mughalpura,31.553364292344604,74.3418816663027,4,vehicle theft,0
Mughalpura,31.542216412187475,74.36370780993767,5,vehicle theft,2
Mughalpura,31.563701485949295,74.37984276613547,4,assault,5
Mughalpura,31.56374471257578,74.34899070326601,4,assault,8
Mughalpura,31.527501679814165,74.3404894278573,5,robbery,23
Mughalpura,31.560779571882374,74.33602106582842,5,assault,23
Mughalpura,31.55357672324689,74.36826203985542,4,assault,11
Mughalpura,31.543976123234444,74.34824055662156,4,assault,1
Mughalpura,31.588859983666698,74.36686171280874,5,robbery,2
Mughalpura,31.588734134684305,74.35501398707466,5,vehicle theft,23
Mughalpura,31.576343007249758,74.34405106164132,4,assault,17
Mughalpura,31.548324637508415,74.35446729689178,5,vehicle theft,0
Mughalpura,31.556654165915184,74.36387478797275,5,vehicle theft,17
Mughalpura,31.576017046789723,74.3617577338924,5,assault,4
Mughalpura,31.582894195812973,74.37970023595119,4,assault,23
Mughalpura,31.588063471342195,74.35960490686368,4,assault,20
Mughalpura,31.60135995506119,74.33808735760047,5,vehicle theft,8
Mughalpura,31.52012312229587,74.37397757469432,5,robbery,9
Mughalpura,31.59304108912759,74.33955518905816,4,assault,3
Mughalpura,31.54826705498167,74.32203028312935,4,vehicle theft,8
Mughalpura,31.538948870602223,74.36172092500982,5,assault,8
Mughalpura,31.57189408794705,74.39553848265794,5,robbery,20
Mughalpura,31.56624866893954,74.37347085741355,5,assault,20
Mughalpura,31.58212778395348,74.33379644909576,4,vehicle theft,21
Mughalpura,31.54478401498114,74.36763310535605,5,vehicle theft,21
Mughalpura,31.556135287567802,74.36509932091867,5,vehicle theft,11
Mughalpura,31.526750369380228,74.36517908068791,4,robbery,10
Mughalpura,31.536013057908892,74.34948222980383,5,robbery,14
Mughalpura,31.527886498718097,74.36882991325605,5,assault,2
Mughalpura,31.551160263832706,74.3881458296703,4,robbery,18
Mughalpura,31.53464782576276,74.36211945903884,4,vehicle theft,0
Mughalpura,31.580548312784007,74.35912784054419,4,vehicle theft,1
Mughalpura,31.56201863902302,74.34755364320038,5,vehicle theft,12
Mughalpura,31.555739326054326,74.3709363472259,5,vehicle theft,10
Mughalpura,31.497315136969625,74.38511446223681,5,assault,8
Mughalpura,31.535275639027525,74.32031725685944,4,robbery,8
Mughalpura,31.583718050599952,74.33476422374649,4,robbery,20
Mughalpura,31.555065684996716,74.37968717586246,4,vehicle theft,18
Mughalpura,31.561674872274466,74.38963667156978,4,vehicle theft,14
Mughalpura,31.572554427444164,74.33049917730376,4,robbery,7
Mughalpura,31.50768443354772,74.33858701591502,5,robbery,21
Mughalpura,31.57991547937586,74.34885669814965,4,vehicle theft,11
Mughalpura,31.555241043713522,74.34764320932689,4,robbery,16
Mughalpura,31.54794639838805,74.35195526926829,5,robbery,11
Mughalpura,31.54586567625544,74.32036033471792,5,vehicle theft,6
Mughalpura,31.553132365676387,74.38167329823662,5,assault,8
Mughalpura,31.519853466778827,74.39399315228562,4,vehicle theft,3
Mughalpura,31.539229778442685,74.3753600187446,5,robbery,11
Mughalpura,31.53270916507218,74.37769614895834,5,robbery,18
Mughalpura,31.591055832999967,74.3307342448555,4,vehicle theft,3
Mughalpura,31.519310450975016,74.3520024422888,5,vehicle theft,8
Mughalpura,31.54667783327028,74.36983932358004,4,assault,22
Mughalpura,31.560385658907215,74.36210562953188,4,robbery,9
Mughalpura,31.585612199521652,74.36903234398092,4,assault,16
Mughalpura,31.556552395915134,74.38473427096268,4,robbery,18
Mughalpura,31.55225634665391,74.3270579678707,4,vehicle theft,0
Mughalpura,31.53331710387126,74.39264253658683,5,assault,7
Mughalpura,31.545191173420413,74.38002679890053,4,assault,4
Mughalpura,31.57801617026789,74.38863616741915,5,robbery,3
Mughalpura,31.546871093461323,74.37973456394957,4,robbery,10
Mughalpura,31.567387303400423,74.35190432416643,5,assault,23
Mughalpura,31.525022859056744,74.33862106175617,4,vehicle theft,17
Mughalpura,31.569212056891402,74.34114539073401,5,assault,5
Mughalpura,31.517867531881738,74.3081815107388,5,robbery,15
Mughalpura,31.542603800929644,74.34278919056355,4,assault,4
Mughalpura,31.58668412214585,74.32072924195448,4,assault,3
Mughalpura,31.54412143825778,74.34535353731283,5,vehicle theft,16
Mughalpura,31.564830193113966,74.34349835794121,4,robbery,4
Mughalpura,31.525205983556486,74.38523559314048,4,assault,3
Mughalpura,31.547000787360272,74.35283115002598,4,assault,18
Mughalpura,31.552260332941497,74.34700315616067,4,vehicle theft,23
Mughalpura,31.56457503355532,74.3551682455399,4,assault,6
Mughalpura,31.55977147570243,74.34865241016533,5,vehicle theft,5
Mughalpura,31.567916522908988,74.38776159817759,5,assault,17
Mughalpura,31.554268017446166,74.39078897530301,5,robbery,14
Mughalpura,31.54610738661875,74.35421761497697,5,vehicle theft,17
Mughalpura,31.582592054382044,74.35257541423417,4,vehicle theft,7
Mughalpura,31.558012167717475,74.36090537120977,4,vehicle theft,15
Mughalpura,31.55015922991808,74.35422044468527,5,assault,0
Mughalpura,31.543748714370075,74.3256788524336,4,assault,8
Mughalpura,31.515627145430585,74.36996154858235,4,vehicle theft,16
Mughalpura,31.584939246636292,74.3622297601101,4,assault,2
Mughalpura,31.559335804845773,74.38702389936215,5,assault,0
Mughalpura,31.597886624064927,74.37697119600443,4,vehicle theft,8
Mughalpura,31.573076881541827,74.36674673127578,4,assault,19
Mughalpura,31.612802183728355,74.35668099037804,4,assault,11
Mughalpura,31.55500558628405,74.35578336840214,4,assault,9
Mughalpura,31.50333563452414,74.35823842474385,5,vehicle theft,13
Mughalpura,31.574908992137082,74.35243513670294,5,robbery,13
Mughalpura,31.576188998086007,74.34875629517303,5,robbery,18
Mughalpura,31.570619571539,74.34387956874397,4,robbery,5
Mughalpura,31.55122967222994,74.40172108296333,5,assault,17
Mughalpura,31.54397295437306,74.38330803549334,4,vehicle theft,22
Mughalpura,31.575344138651474,74.37062265008399,5,robbery,8
Mughalpura,31.565096336050654,74.3698542697244,5,assault,7
Mughalpura,31.568586810234805,74.37017041421579,5,robbery,19
Mughalpura,31.547867400656575,74.41204123167044,4,assault,16
Mughalpura,31.549580419989713,74.35675916226882,5,vehicle theft,0
Mughalpura,31.541954733222823,74.35666264360502,4,robbery,8
Mughalpura,31.541244139128988,74.35107050207472,5,robbery,17
Mughalpura,31.57083883970186,74.35753959274554,4,robbery,0
Mughalpura,31.557202888382026,74.37850176932676,4,robbery,22
Mughalpura,31.564725993219863,74.36309296203045,5,assault,9
Mughalpura,31.52521850367563,74.34975081011177,4,vehicle theft,15
Mughalpura,31.549335095741547,74.35584821302004,5,assault,14
Mughalpura,31.58486007696939,74.35178935337535,4,vehicle theft,3
Mughalpura,31.583374645426844,74.34672059345716,5,robbery,15
Mughalpura,31.556550067623842,74.34889548183243,5,robbery,23
Mughalpura,31.55444107878093,74.38831420965191,5,robbery,4
Mughalpura,31.536050995809127,74.35696650100363,4,assault,9
Mughalpura,31.572875670329463,74.3447282665816,5,assault,10
Mughalpura,31.561272216382026,74.36661178120933,5,robbery,11
Mughalpura,31.590662504103587,74.36231942272298,5,vehicle theft,4
Mughalpura,31.577794665427554,74.34850754320462,5,vehicle theft,5
Mughalpura,31.562675042383955,74.33735932173151,5,robbery,5
Mughalpura,31.569196674729405,74.38716904899971,5,assault,2
Mughalpura,31.521718742906504,74.36923844201502,4,assault,12
Mughalpura,31.529573572359016,74.33710895166641,5,vehicle theft,6
Mughalpura,31.566128689020772,74.3478400658703,5,robbery,14
Mughalpura,31.57111239885372,74.37532575802554,5,assault,6
Mughalpura,31.55930966512582,74.32500605468937,5,assault,2
Mughalpura,31.575955088790593,74.35725738919227,5,vehicle theft,16
Mughalpura,31.563099968415987,74.39055419806618,5,assault,18
Mughalpura,31.583134540199808,74.35468763209514,4,assault,15
Mughalpura,31.599148088970697,74.36048181920859,5,robbery,7
Mughalpura,31.511022798427042,74.35042313610755,4,robbery,20
Mughalpura,31.572527009156207,74.37174956348025,4,assault,15
Mughalpura,31.59450326644506,74.384653119679,4,assault,23
Mughalpura,31.537395445139914,74.32328075229664,4,assault,11
Mughalpura,31.571464278203738,74.38965374250226,5,vehicle theft,1
Mughalpura,31.529424084756975,74.35287303030883,5,vehicle theft,9
Mughalpura,31.545468821236593,74.39498874339043,4,vehicle theft,23
Mughalpura,31.574817181669705,74.36733972497954,4,vehicle theft,1
Mughalpura,31.616946633680993,74.34568075552752,4,vehicle theft,11
Mughalpura,31.578730513613156,74.35020259051699,5,vehicle theft,13
Mughalpura,31.57224317403393,74.37465173875103,5,vehicle theft,12
Mughalpura,31.572563277609568,74.39075685332317,4,robbery,0
Mughalpura,31.564735591934525,74.37441477686626,4,assault,10
Mughalpura,31.59442829549233,74.34885769903575,5,robbery,15
Mughalpura,31.549013890208567,74.35070904151407,5,vehicle theft,9
Mughalpura,31.57822185051302,74.40376154431154,5,vehicle theft,12
Mughalpura,31.57345761733753,74.38161775927128,4,vehicle theft,18
Mughalpura,31.52569020380226,74.33942484852601,5,robbery,23
Mughalpura,31.548809433279274,74.36845788980992,4,assault,4
Mughalpura,31.52057552857473,74.33070658227557,4,robbery,18
Mughalpura,31.555132071819795,74.34395747741836,4,robbery,19
Mughalpura,31.556293861901533,74.38825179084752,4,robbery,13
Mughalpura,31.562132269057575,74.3680678137308,4,robbery,10
Mughalpura,31.551320680588876,74.34916027186294,5,vehicle theft,20
Mughalpura,31.543039106105777,74.36302327506742,4,vehicle theft,6
Mughalpura,31.578568096663208,74.35650905244354,5,assault,18
Mughalpura,31.56160352817166,74.35197584240709,4,robbery,19
Mughalpura,31.561790255155298,74.39066703770496,5,assault,0
Mughalpura,31.53700758505378,74.3366353875762,4,assault,2
Mughalpura,31.57564655418049,74.37569142504444,4,robbery,20
Mughalpura,31.58949656350454,74.37036556961064,5,robbery,22
Mughalpura,31.555560032008568,74.3666606530871,4,robbery,6
Mughalpura,31.538226153037254,74.34360840132851,4,assault,23
Mughalpura,31.570773729385603,74.37928407815139,5,assault,17
Mughalpura,31.565623392039168,74.35879925110343,4,assault,13
Mughalpura,31.56689354714171,74.35477254022477,4,robbery,1
Mughalpura,31.528592643754525,74.36479429225828,5,vehicle theft,14
Mughalpura,31.54859718155863,74.3390038008469,5,vehicle theft,23
Mughalpura,31.55086951062831,74.41253754581189,5,robbery,18
Mughalpura,31.57432434609397,74.37512603737461,5,robbery,22
Mughalpura,31.532505902282058,74.35218739075384,5,robbery,4
Mughalpura,31.57333079170975,74.37062844083883,4,vehicle theft,13
Mughalpura,31.611448840145375,74.33893300246692,4,robbery,23
Mughalpura,31.567132624296015,74.3507127813503,5,robbery,21
Mughalpura,31.552127145867352,74.35931518707199,5,robbery,17
Mughalpura,31.557677061628358,74.34025181209947,4,vehicle theft,12
Mughalpura,31.58155004486668,74.36002150585432,4,assault,14
Mughalpura,31.53492184046206,74.3764773936386,5,robbery,23
Mughalpura,31.51411212457426,74.35807916051948,5,assault,8
Mughalpura,31.54093287352091,74.33378776365656,5,vehicle theft,13
Mughalpura,31.523717114209912,74.38870473120093,5,assault,23
Mughalpura,31.58339634035134,74.36232854721649,5,robbery,7
Mughalpura,31.5729789399363,74.3412343455218,5,assault,23
Mughalpura,31.565372355138305,74.33236302295792,4,vehicle theft,13
Mughalpura,31.57363310803323,74.39586633049616,5,vehicle theft,15
Mughalpura,31.600034129466554,74.34935655788193,5,vehicle theft,8
Mughalpura,31.554879939850697,74.35417280750485,5,assault,14
Mughalpura,31.559923174886208,74.3719925728411,5,robbery,11
Mughalpura,31.575891421144018,74.39164103267353,4,vehicle theft,12
Mughalpura,31.554498619325596,74.3719065196592,5,assault,7
Mughalpura,31.556875951366667,74.35230556331847,5,robbery,19
Mughalpura,31.58941322946908,74.39691557826524,5,robbery,23
Mughalpura,31.54012255113691,74.36040575102295,4,robbery,7
Mughalpura,31.53807934540248,74.36375010286972,5,assault,2
Mughalpura,31.570825431103646,74.36676543116575,4,vehicle theft,12
Mughalpura,31.55222668691978,74.35227187343118,4,robbery,18
Mughalpura,31.576693406707026,74.35935261974613,5,vehicle theft,6
Mughalpura,31.56313830503087,74.36015884892552,4,robbery,13
Mughalpura,31.593826314477813,74.36377811839145,5,vehicle theft,4
Mughalpura,31.55049760894372,74.32266684445158,5,assault,22
Mughalpura,31.55191986447402,74.32603423762029,4,assault,16
Mughalpura,31.5657053833432,74.364226970523,5,robbery,16
Mughalpura,31.57308664613866,74.3502366244575,4,assault,8
Mughalpura,31.540728463676366,74.37166903863803,5,vehicle theft,5
Mughalpura,31.576356121548084,74.3769558126006,4,assault,9
Mughalpura,31.53885016356801,74.37535015223219,4,assault,23
Mughalpura,31.59265377725298,74.3734028554517,4,assault,8
Mughalpura,31.550511378911814,74.33922123136072,4,assault,21
Mughalpura,31.548821996041404,74.37227864028715,5,robbery,18
Mughalpura,31.56912323324931,74.34299615150799,4,robbery,1
Mughalpura,31.555433148001853,74.33976980955418,5,assault,16
Mughalpura,31.564257505576016,74.36895425255722,5,robbery,6
Mughalpura,31.548089095269958,74.37872978377331,5,vehicle theft,22
Mughalpura,31.551682525672657,74.35391110026593,5,vehicle theft,2
Mughalpura,31.55479344320839,74.36005895055793,4,vehicle theft,4
Mughalpura,31.564558217543524,74.3708404997052,5,vehicle theft,7
Mughalpura,31.593615402623335,74.32438383559706,4,robbery,5
Mughalpura,31.585327485076487,74.3637787724694,4,assault,21
Mughalpura,31.567098171216777,74.37643575928381,4,assault,2
Mughalpura,31.544831478419542,74.35255936533248,5,robbery,17
Mughalpura,31.57974303512422,74.38570095804127,4,assault,7
Mughalpura,31.561898934723505,74.39519569444906,5,robbery,10
Mughalpura,31.60636325295644,74.33187434620352,4,robbery,23
Mughalpura,31.59128971942499,74.34954045290242,5,vehicle theft,15
Mughalpura,31.575438860452646,74.37670624508883,5,assault,0
Mughalpura,31.58030549610706,74.35287326207212,5,robbery,3
Mughalpura,31.536137868350632,74.33575641816272,4,robbery,22
Mughalpura,31.569405468937358,74.33470781302822,5,assault,12
Mughalpura,31.581344291381903,74.35175283075542,4,robbery,17
Mughalpura,31.58062046277958,74.37104738570348,5,vehicle theft,19
Mughalpura,31.554793027651712,74.35562870228625,4,robbery,17
Mughalpura,31.55900011552607,74.34131623067097,4,assault,21
Mughalpura,31.55531355894764,74.34342464067568,5,robbery,8
Mughalpura,31.532413011111935,74.35520369718522,4,vehicle theft,9
Mughalpura,31.554100643050393,74.3561319491875,5,vehicle theft,6
Mughalpura,31.62811287583222,74.37363777778567,5,vehicle theft,12
Mughalpura,31.57287700964126,74.34674588170033,5,assault,3
Mughalpura,31.590128217583,74.35267943175154,5,assault,21
Mughalpura,31.555932287257537,74.38682622664611,5,assault,12
Mughalpura,31.533804423718053,74.37123073940977,4,robbery,6
Mughalpura,31.54956890458571,74.39325099113626,4,vehicle theft,16
Mughalpura,31.57037567909888,74.34728163410826,4,robbery,12
Mughalpura,31.569960580741352,74.33650145744184,4,assault,8
Mughalpura,31.571537704029762,74.37404725280409,5,vehicle theft,5
Mughalpura,31.52446152821886,74.35064449653395,4,assault,0
Mughalpura,31.567459613240306,74.34964833085519,4,robbery,21
Mughalpura,31.55625359507419,74.35158488015553,4,robbery,16
Mughalpura,31.560105303974748,74.36075795378095,5,robbery,1
Mughalpura,31.559621600460513,74.33861082487195,4,robbery,19
Mughalpura,31.55859686082543,74.38214184898145,4,vehicle theft,16
Mughalpura,31.540199658872325,74.36938199540731,4,vehicle theft,19
Mughalpura,31.5840715448008,74.38562618737693,5,vehicle theft,4
Mughalpura,31.541769534466972,74.3944597536379,5,vehicle theft,8
Mughalpura,31.547883444814822,74.35685346796745,4,robbery,17
Mughalpura,31.54591579489971,74.34603377634971,5,vehicle theft,14
Mughalpura,31.577883858648747,74.30924127243858,4,assault,7
Mughalpura,31.579636513743623,74.37999372468789,4,robbery,17
Mughalpura,31.56081947543454,74.36416788734161,5,robbery,10
Mughalpura,31.593315621734767,74.32776099081924,5,robbery,10
Mughalpura,31.57221148480805,74.353531869883,4,assault,3
Mughalpura,31.565930444964316,74.35558035191298,4,assault,3
Mughalpura,31.585078589272282,74.37555002711879,5,assault,7
Mughalpura,31.565160119291345,74.36744330475723,4,robbery,12
Mughalpura,31.546143782980888,74.36685417438161,5,assault,5
Mughalpura,31.54455704616887,74.36868816051327,5,vehicle theft,0
Mughalpura,31.532804688550314,74.36737939088177,5,vehicle theft,3
Mughalpura,31.54594943883935,74.37852141492742,5,robbery,11
Mughalpura,31.546453023725697,74.3553080438287,4,robbery,15
Mughalpura,31.556591182938366,74.33902074905254,4,assault,6
Mughalpura,31.548635941671517,74.36157212957362,5,assault,10
Mughalpura,31.591448675817528,74.35910732585334,5,assault,5
Mughalpura,31.57611582975665,74.3441170380353,4,robbery,14
Mughalpura,31.555984419222174,74.35210110410863,5,robbery,8
Mughalpura,31.5818447336776,74.36219185317631,4,robbery,22
Mughalpura,31.56151586452257,74.37097695558515,4,vehicle theft,20
Mughalpura,31.5262683346997,74.34736648619904,4,vehicle theft,11
Mughalpura,31.586312338606763,74.36251789575434,4,assault,21
Mughalpura,31.55481986761812,74.33214453600006,4,robbery,4
Mughalpura,31.582907023790856,74.35751255382651,5,vehicle theft,14
Mughalpura,31.54869421941479,74.36916994322374,4,robbery,5
Mughalpura,31.541983114227254,74.38108516787216,4,assault,2
Mughalpura,31.544370021685488,74.34073066800602,5,vehicle theft,4
Mughalpura,31.562667581564764,74.36164516339201,4,robbery,7
Mughalpura,31.57067438973237,74.35864749217238,5,assault,3
Mughalpura,31.58331395021489,74.3299606279976,4,assault,15
Mughalpura,31.603566329020637,74.33196948220825,4,assault,14
Mughalpura,31.56876145887131,74.31176607117104,4,robbery,11
Mughalpura,31.59512379343732,74.35311949319701,4,robbery,17
Mughalpura,31.576738713208723,74.41887295387149,5,vehicle theft,21
Mughalpura,31.568871936101257,74.32388069173955,4,robbery,11
Mughalpura,31.547841205199724,74.39536832490302,5,assault,5
Mughalpura,31.55523675261379,74.32961771727003,5,vehicle theft,10
Mughalpura,31.557479551499217,74.34791451600442,5,vehicle theft,22
Mughalpura,31.597073528410533,74.35869570432541,4,assault,15
Mughalpura,31.577148718372666,74.37693898808692,5,vehicle theft,22
Mughalpura,31.6045867477296,74.37288258476897,4,robbery,9
Mughalpura,31.610312107246884,74.34781721695623,5,robbery,0
Mughalpura,31.545017202961056,74.37979912040605,4,vehicle theft,13
Mughalpura,31.55239039642259,74.35058260490993,5,vehicle theft,20
Mughalpura,31.581071811676072,74.34913084269395,5,robbery,10
Mughalpura,31.559847719601194,74.34155145332376,4,assault,8
Mughalpura,31.55929948104675,74.35676333200841,5,assault,14
Mughalpura,31.55671000256812,74.38171825737429,5,robbery,15
Mughalpura,31.53818315585827,74.32763081565348,5,robbery,4
